pago_id,socio_id,nivel,perfil_pago,monto,descuento,fecha_limite,fecha_pago,dias_retraso,metodo_pago
354,31,Básico,puntual,20,10,2024-09-01,2024-09-01,0,Tarjeta
355,31,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Tarjeta
356,31,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Efectivo
357,31,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Tarjeta
358,31,Básico,puntual,20,10,2025-01-01,2025-01-01,0,Transferencia
359,31,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Débito automático
360,31,Básico,puntual,20,10,2025-03-01,2025-03-01,0,Efectivo
361,31,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Tarjeta
362,31,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Efectivo
363,31,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Transferencia
364,32,Básico,leve_retraso,30,0,2024-07-01,2024-07-06,5,Efectivo
365,32,Básico,leve_retraso,30,0,2024-08-01,2024-08-06,5,Débito automático
366,32,Básico,leve_retraso,30,0,2024-09-01,2024-09-06,5,Débito automático
367,32,Básico,leve_retraso,30,0,2024-10-01,2024-10-06,5,Tarjeta
368,32,Básico,leve_retraso,30,0,2024-11-01,2024-11-04,3,Tarjeta
369,32,Básico,leve_retraso,30,0,2024-12-01,2024-12-01,0,Tarjeta
370,32,Básico,leve_retraso,30,0,2025-01-01,2025-01-04,3,Transferencia
371,32,Básico,leve_retraso,30,0,2025-02-01,2025-02-08,7,Transferencia
372,32,Básico,leve_retraso,30,0,2025-03-01,2025-03-01,0,Efectivo
373,32,Básico,leve_retraso,30,0,2025-04-01,2025-04-01,0,Tarjeta
374,32,Básico,leve_retraso,30,0,2025-05-01,2025-05-06,5,Débito automático
375,32,Básico,leve_retraso,30,0,2025-06-01,2025-06-04,3,Débito automático
376,33,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Transferencia
377,33,Estándar,puntual,50,0,2024-08-01,2024-08-01,0,Tarjeta
378,33,Estándar,puntual,50,0,2024-09-01,2024-09-01,0,Tarjeta
379,33,Estándar,puntual,50,0,2024-10-01,2024-10-01,0,Tarjeta
380,33,Estándar,puntual,50,0,2024-11-01,2024-11-01,0,Tarjeta
381,33,Estándar,puntual,45,5,2024-12-01,2024-12-01,0,Tarjeta
382,33,Estándar,puntual,50,0,2025-01-01,2025-01-01,0,Tarjeta
383,33,Estándar,puntual,50,0,2025-02-01,2025-02-01,0,Tarjeta
384,33,Estándar,puntual,40,10,2025-03-01,2025-03-01,0,Efectivo
385,33,Estándar,puntual,50,0,2025-04-01,2025-04-01,0,Tarjeta
386,33,Estándar,puntual,50,0,2025-05-01,2025-05-01,0,Transferencia
387,33,Estándar,puntual,50,0,2025-06-01,2025-06-01,0,Transferencia
388,34,Premium,puntual,70,0,2024-07-01,2024-07-02,1,Efectivo
389,34,Premium,puntual,70,0,2024-08-01,2024-08-01,0,Tarjeta
390,34,Premium,puntual,65,5,2024-09-01,2024-09-01,0,Efectivo
391,34,Premium,puntual,70,0,2024-10-01,2024-10-01,0,Efectivo
392,34,Premium,puntual,70,0,2024-11-01,2024-11-01,0,Tarjeta
393,34,Premium,puntual,70,0,2024-12-01,2024-12-01,0,Transferencia
394,34,Premium,puntual,70,0,2025-01-01,2025-01-01,0,Efectivo
395,34,Premium,puntual,65,5,2025-02-01,2025-02-02,1,Transferencia
396,34,Premium,puntual,65,5,2025-03-01,2025-03-01,0,Tarjeta
397,34,Premium,puntual,70,0,2025-04-01,2025-04-03,2,Tarjeta
398,34,Premium,puntual,70,0,2025-05-01,2025-05-01,0,Efectivo
399,34,Premium,puntual,70,0,2025-06-01,2025-06-03,2,Tarjeta
400,35,Premium,puntual,70,0,2024-07-01,2024-07-02,1,Efectivo
401,35,Premium,puntual,70,0,2024-08-01,2024-08-01,0,Tarjeta
402,35,Premium,puntual,70,0,2024-09-01,2024-09-02,1,Tarjeta
403,35,Premium,puntual,70,0,2024-10-01,2024-10-01,0,Efectivo
404,35,Premium,puntual,70,0,2024-11-01,2024-11-01,0,Tarjeta
405,35,Premium,puntual,60,10,2024-12-01,2024-12-01,0,Tarjeta
406,35,Premium,puntual,65,5,2025-01-01,2025-01-01,0,Transferencia
407,35,Premium,puntual,70,0,2025-02-01,2025-02-01,0,Efectivo
408,35,Premium,puntual,70,0,2025-03-01,2025-03-01,0,Tarjeta
409,35,Premium,puntual,70,0,2025-04-01,2025-04-01,0,Tarjeta
410,35,Premium,puntual,70,0,2025-05-01,2025-05-03,2,Efectivo
411,35,Premium,puntual,70,0,2025-06-01,2025-06-01,0,Tarjeta
412,36,Básico,leve_retraso,30,0,2024-07-01,2024-07-06,5,Tarjeta
413,36,Básico,leve_retraso,30,0,2024-08-01,2024-08-08,7,Efectivo
414,36,Básico,leve_retraso,30,0,2024-09-01,2024-09-01,0,Transferencia
415,36,Básico,leve_retraso,30,0,2024-10-01,2024-10-04,3,Efectivo
416,36,Básico,leve_retraso,30,0,2024-11-01,2024-11-01,0,Efectivo
417,36,Básico,leve_retraso,30,0,2024-12-01,2024-12-06,5,Efectivo
418,36,Básico,leve_retraso,30,0,2025-01-01,2025-01-04,3,Efectivo
419,36,Básico,leve_retraso,30,0,2025-02-01,2025-02-04,3,Efectivo
420,36,Básico,leve_retraso,30,0,2025-03-01,2025-03-04,3,Efectivo
421,36,Básico,leve_retraso,30,0,2025-04-01,2025-04-06,5,Efectivo
422,36,Básico,leve_retraso,30,0,2025-05-01,2025-05-04,3,Transferencia
423,36,Básico,leve_retraso,30,0,2025-06-01,2025-06-06,5,Tarjeta
424,37,Premium,puntual,70,0,2024-07-01,2024-07-01,0,Tarjeta
425,37,Premium,puntual,70,0,2024-08-01,2024-08-01,0,Tarjeta
426,37,Premium,puntual,70,0,2024-09-01,2024-09-01,0,Efectivo
427,37,Premium,puntual,70,0,2024-10-01,2024-10-03,2,Efectivo
428,37,Premium,puntual,70,0,2024-11-01,2024-11-01,0,Tarjeta
429,37,Premium,puntual,65,5,2024-12-01,2024-12-01,0,Efectivo
430,37,Premium,puntual,70,0,2025-01-01,2025-01-03,2,Tarjeta
431,37,Premium,puntual,70,0,2025-02-01,2025-02-01,0,Débito automático
432,37,Premium,puntual,60,10,2025-03-01,2025-03-02,1,Tarjeta
433,37,Premium,puntual,70,0,2025-04-01,2025-04-01,0,Tarjeta
434,37,Premium,puntual,65,5,2025-05-01,2025-05-02,1,Tarjeta
435,37,Premium,puntual,70,0,2025-06-01,2025-06-01,0,Efectivo
436,38,Estándar,leve_retraso,50,0,2024-07-01,2024-07-01,0,Efectivo
437,38,Estándar,leve_retraso,50,0,2024-08-01,2024-08-04,3,Tarjeta
438,38,Estándar,leve_retraso,50,0,2024-09-01,2024-09-04,3,Efectivo
439,38,Estándar,leve_retraso,50,0,2024-10-01,2024-10-04,3,Transferencia
440,38,Estándar,leve_retraso,50,0,2024-11-01,2024-11-01,0,Débito automático
441,38,Estándar,leve_retraso,50,0,2024-12-01,2024-12-06,5,Efectivo
442,38,Estándar,leve_retraso,50,0,2025-01-01,2025-01-06,5,Tarjeta
443,38,Estándar,leve_retraso,50,0,2025-02-01,2025-02-04,3,Tarjeta
444,38,Estándar,leve_retraso,50,0,2025-03-01,2025-03-04,3,Tarjeta
445,38,Estándar,leve_retraso,50,0,2025-04-01,2025-04-04,3,Tarjeta
446,38,Estándar,leve_retraso,50,0,2025-05-01,2025-05-06,5,Tarjeta
447,38,Estándar,leve_retraso,50,0,2025-06-01,2025-06-06,5,Efectivo
448,39,Básico,leve_retraso,30,0,2024-07-01,2024-07-01,0,Transferencia
449,39,Básico,leve_retraso,30,0,2024-08-01,2024-08-04,3,Efectivo
450,39,Básico,leve_retraso,30,0,2024-09-01,2024-09-01,0,Efectivo
451,39,Básico,leve_retraso,30,0,2024-10-01,2024-10-08,7,Tarjeta
452,39,Básico,leve_retraso,30,0,2024-11-01,2024-11-08,7,Tarjeta
453,39,Básico,leve_retraso,30,0,2024-12-01,2024-12-04,3,Tarjeta
454,39,Básico,leve_retraso,30,0,2025-01-01,2025-01-06,5,Efectivo
455,39,Básico,leve_retraso,30,0,2025-02-01,2025-02-06,5,Transferencia
456,39,Básico,leve_retraso,30,0,2025-03-01,2025-03-04,3,Débito automático
457,39,Básico,leve_retraso,30,0,2025-04-01,2025-04-06,5,Tarjeta
458,39,Básico,leve_retraso,30,0,2025-05-01,2025-05-01,0,Tarjeta
459,39,Básico,leve_retraso,30,0,2025-06-01,2025-06-04,3,Efectivo
460,40,Básico,puntual,20,10,2024-07-01,2024-07-03,2,Tarjeta
461,40,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Tarjeta
462,40,Básico,puntual,20,10,2024-09-01,2024-09-01,0,Efectivo
463,40,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Tarjeta
464,40,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Efectivo
465,40,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Tarjeta
466,40,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Efectivo
467,40,Básico,puntual,20,10,2025-02-01,2025-02-01,0,Efectivo
468,40,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Tarjeta
469,40,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Tarjeta
470,40,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Tarjeta
471,40,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Transferencia
472,41,Estándar,moroso,50,0,2024-07-01,2024-07-06,5,Tarjeta
473,41,Estándar,moroso,50,0,2024-08-01,2024-08-16,15,Transferencia
474,41,Estándar,moroso,50,0,2024-09-01,2024-09-06,5,Tarjeta
475,41,Estándar,moroso,50,0,2024-10-01,2024-10-06,5,Efectivo
476,41,Estándar,moroso,50,0,2024-11-01,2024-11-06,5,Tarjeta
477,41,Estándar,moroso,50,0,2024-12-01,2024-12-06,5,Efectivo
478,41,Estándar,moroso,50,0,2025-01-01,2025-01-16,15,Débito automático
479,41,Estándar,moroso,50,0,2025-02-01,2025-02-06,5,Tarjeta
480,41,Estándar,moroso,50,0,2025-03-01,2025-03-16,15,Efectivo
481,41,Estándar,moroso,50,0,2025-04-01,2025-04-06,5,Tarjeta
482,41,Estándar,moroso,50,0,2025-05-01,2025-05-11,10,Tarjeta
483,41,Estándar,moroso,50,0,2025-06-01,2025-06-11,10,Transferencia
484,42,Básico,puntual,30,0,2024-07-01,2024-07-03,2,Transferencia
485,42,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Tarjeta
486,42,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Efectivo
487,42,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Tarjeta
488,42,Básico,puntual,30,0,2024-11-01,2024-11-02,1,Tarjeta
489,42,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Tarjeta
490,42,Básico,puntual,20,10,2025-01-01,2025-01-03,2,Tarjeta
491,42,Básico,puntual,20,10,2025-02-01,2025-02-01,0,Transferencia
492,42,Básico,puntual,20,10,2025-03-01,2025-03-01,0,Efectivo
493,42,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Tarjeta
494,42,Básico,puntual,30,0,2025-05-01,2025-05-03,2,Débito automático
495,42,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Tarjeta
496,43,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Efectivo
497,43,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Tarjeta
498,43,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Efectivo
499,43,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Efectivo
500,43,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Efectivo
501,43,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Transferencia
502,43,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Tarjeta
503,43,Básico,puntual,25,5,2025-02-01,2025-02-01,0,Transferencia
504,43,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Efectivo
505,43,Básico,puntual,30,0,2025-04-01,2025-04-02,1,Efectivo
506,43,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Tarjeta
507,43,Básico,puntual,30,0,2025-06-01,2025-06-02,1,Efectivo
508,44,Estándar,leve_retraso,50,0,2024-07-01,2024-07-01,0,Efectivo
509,44,Estándar,leve_retraso,50,0,2024-08-01,2024-08-06,5,Tarjeta
510,44,Estándar,leve_retraso,50,0,2024-09-01,2024-09-01,0,Transferencia
511,44,Estándar,leve_retraso,50,0,2024-10-01,2024-10-06,5,Transferencia
512,44,Estándar,leve_retraso,50,0,2024-11-01,2024-11-08,7,Efectivo
513,44,Estándar,leve_retraso,50,0,2024-12-01,2024-12-06,5,Tarjeta
514,44,Estándar,leve_retraso,50,0,2025-01-01,2025-01-06,5,Transferencia
515,44,Estándar,leve_retraso,50,0,2025-02-01,2025-02-06,5,Tarjeta
516,44,Estándar,leve_retraso,50,0,2025-03-01,2025-03-01,0,Tarjeta
517,44,Estándar,leve_retraso,50,0,2025-04-01,2025-04-08,7,Débito automático
518,44,Estándar,leve_retraso,50,0,2025-05-01,2025-05-01,0,Efectivo
519,44,Estándar,leve_retraso,50,0,2025-06-01,2025-06-01,0,Transferencia
520,45,Básico,moroso,30,0,2024-07-01,2024-07-06,5,Tarjeta
521,45,Básico,moroso,30,0,2024-08-01,2024-08-16,15,Tarjeta
522,45,Básico,moroso,30,0,2024-09-01,2024-09-11,10,Efectivo
523,45,Básico,moroso,30,0,2024-10-01,2024-10-11,10,Transferencia
524,45,Básico,moroso,30,0,2024-11-01,2024-11-16,15,Efectivo
525,45,Básico,moroso,30,0,2024-12-01,2024-12-06,5,Efectivo
526,45,Básico,moroso,30,0,2025-01-01,2025-01-21,20,Efectivo
527,45,Básico,moroso,30,0,2025-02-01,2025-02-16,15,Efectivo
528,45,Básico,moroso,30,0,2025-03-01,2025-03-16,15,Tarjeta
529,45,Básico,moroso,30,0,2025-05-01,2025-05-16,15,Tarjeta
530,46,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Transferencia
531,46,Estándar,puntual,50,0,2024-08-01,2024-08-03,2,Tarjeta
532,46,Estándar,puntual,50,0,2024-09-01,2024-09-01,0,Tarjeta
533,46,Estándar,puntual,50,0,2024-10-01,2024-10-03,2,Tarjeta
534,46,Estándar,puntual,50,0,2024-11-01,2024-11-01,0,Transferencia
535,46,Estándar,puntual,50,0,2024-12-01,2024-12-01,0,Tarjeta
536,46,Estándar,puntual,50,0,2025-01-01,2025-01-01,0,Tarjeta
537,46,Estándar,puntual,50,0,2025-02-01,2025-02-01,0,Efectivo
538,46,Estándar,puntual,50,0,2025-03-01,2025-03-01,0,Tarjeta
539,46,Estándar,puntual,40,10,2025-04-01,2025-04-01,0,Transferencia
540,46,Estándar,puntual,40,10,2025-05-01,2025-05-01,0,Transferencia
541,46,Estándar,puntual,50,0,2025-06-01,2025-06-01,0,Tarjeta
542,47,Estándar,leve_retraso,50,0,2024-07-01,2024-07-01,0,Efectivo
543,47,Estándar,leve_retraso,50,0,2024-08-01,2024-08-04,3,Transferencia
544,47,Estándar,leve_retraso,50,0,2024-09-01,2024-09-06,5,Transferencia
545,47,Estándar,leve_retraso,50,0,2024-10-01,2024-10-04,3,Tarjeta
546,47,Estándar,leve_retraso,50,0,2024-11-01,2024-11-01,0,Tarjeta
547,47,Estándar,leve_retraso,50,0,2024-12-01,2024-12-04,3,Efectivo
548,47,Estándar,leve_retraso,50,0,2025-01-01,2025-01-01,0,Tarjeta
549,47,Estándar,leve_retraso,50,0,2025-02-01,2025-02-06,5,Débito automático
550,47,Estándar,leve_retraso,50,0,2025-03-01,2025-03-08,7,Tarjeta
551,47,Estándar,leve_retraso,50,0,2025-04-01,2025-04-04,3,Tarjeta
552,47,Estándar,leve_retraso,50,0,2025-05-01,2025-05-06,5,Efectivo
553,47,Estándar,leve_retraso,50,0,2025-06-01,2025-06-04,3,Transferencia
554,48,Básico,leve_retraso,30,0,2024-07-01,2024-07-04,3,Tarjeta
555,48,Básico,leve_retraso,30,0,2024-08-01,2024-08-04,3,Efectivo
556,48,Básico,leve_retraso,30,0,2024-09-01,2024-09-04,3,Tarjeta
557,48,Básico,leve_retraso,30,0,2024-10-01,2024-10-01,0,Efectivo
558,48,Básico,leve_retraso,30,0,2024-11-01,2024-11-06,5,Efectivo
559,48,Básico,leve_retraso,30,0,2024-12-01,2024-12-04,3,Efectivo
560,48,Básico,leve_retraso,30,0,2025-01-01,2025-01-08,7,Efectivo
561,48,Básico,leve_retraso,30,0,2025-02-01,2025-02-04,3,Transferencia
562,48,Básico,leve_retraso,30,0,2025-03-01,2025-03-06,5,Efectivo
563,48,Básico,leve_retraso,30,0,2025-04-01,2025-04-06,5,Tarjeta
564,48,Básico,leve_retraso,30,0,2025-05-01,2025-05-04,3,Efectivo
565,48,Básico,leve_retraso,30,0,2025-06-01,2025-06-01,0,Transferencia
566,49,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Transferencia
567,49,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Tarjeta
568,49,Básico,puntual,25,5,2024-09-01,2024-09-02,1,Tarjeta
569,49,Básico,puntual,20,10,2024-10-01,2024-10-01,0,Efectivo
570,49,Básico,puntual,30,0,2024-11-01,2024-11-01,0,Débito automático
571,49,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Transferencia
572,49,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Efectivo
573,49,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Efectivo
574,49,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Tarjeta
575,49,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Transferencia
576,49,Básico,puntual,20,10,2025-05-01,2025-05-01,0,Efectivo
577,49,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Transferencia
578,50,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Tarjeta
579,50,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Transferencia
580,50,Básico,puntual,25,5,2024-09-01,2024-09-01,0,Débito automático
581,50,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Efectivo
582,50,Básico,puntual,20,10,2024-11-01,2024-11-01,0,Efectivo
583,50,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Débito automático
584,50,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Tarjeta
585,50,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Tarjeta
586,50,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Tarjeta
587,50,Básico,puntual,20,10,2025-04-01,2025-04-01,0,Tarjeta
588,50,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Tarjeta
589,50,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Tarjeta
590,51,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Efectivo
591,51,Estándar,puntual,50,0,2024-08-01,2024-08-01,0,Efectivo
592,51,Estándar,puntual,45,5,2024-09-01,2024-09-01,0,Transferencia
593,51,Estándar,puntual,40,10,2024-10-01,2024-10-02,1,Transferencia
594,51,Estándar,puntual,50,0,2024-11-01,2024-11-01,0,Tarjeta
595,51,Estándar,puntual,50,0,2024-12-01,2024-12-01,0,Efectivo
596,51,Estándar,puntual,40,10,2025-01-01,2025-01-01,0,Efectivo
597,51,Estándar,puntual,50,0,2025-02-01,2025-02-01,0,Tarjeta
598,51,Estándar,puntual,50,0,2025-03-01,2025-03-01,0,Efectivo
599,51,Estándar,puntual,50,0,2025-04-01,2025-04-01,0,Efectivo
600,51,Estándar,puntual,40,10,2025-05-01,2025-05-01,0,Tarjeta
601,51,Estándar,puntual,50,0,2025-06-01,2025-06-01,0,Tarjeta
602,52,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Efectivo
603,52,Estándar,puntual,50,0,2024-08-01,2024-08-01,0,Tarjeta
604,52,Estándar,puntual,50,0,2024-09-01,2024-09-02,1,Efectivo
605,52,Estándar,puntual,50,0,2024-10-01,2024-10-01,0,Efectivo
606,52,Estándar,puntual,45,5,2024-11-01,2024-11-01,0,Transferencia
607,52,Estándar,puntual,50,0,2024-12-01,2024-12-01,0,Débito automático
608,52,Estándar,puntual,50,0,2025-01-01,2025-01-01,0,Transferencia
609,52,Estándar,puntual,50,0,2025-02-01,2025-02-03,2,Tarjeta
610,52,Estándar,puntual,40,10,2025-03-01,2025-03-01,0,Efectivo
611,52,Estándar,puntual,50,0,2025-04-01,2025-04-01,0,Efectivo
612,52,Estándar,puntual,45,5,2025-05-01,2025-05-01,0,Efectivo
613,52,Estándar,puntual,50,0,2025-06-01,2025-06-01,0,Tarjeta
614,53,Básico,moroso,30,0,2024-07-01,2024-07-06,5,Efectivo
615,53,Básico,moroso,30,0,2024-08-01,2024-08-06,5,Transferencia
616,53,Básico,moroso,30,0,2024-09-01,2024-09-21,20,Tarjeta
617,53,Básico,moroso,30,0,2024-10-01,2024-10-06,5,Transferencia
618,53,Básico,moroso,30,0,2024-11-01,2024-11-11,10,Efectivo
619,53,Básico,moroso,30,0,2025-02-01,2025-02-11,10,Débito automático
620,53,Básico,moroso,30,0,2025-03-01,2025-03-06,5,Tarjeta
621,53,Básico,moroso,30,0,2025-04-01,2025-04-11,10,Transferencia
622,53,Básico,moroso,30,0,2025-05-01,2025-05-16,15,Efectivo
623,54,Estándar,puntual,50,0,2024-07-01,2024-07-01,0,Tarjeta
624,54,Estándar,puntual,45,5,2024-08-01,2024-08-01,0,Transferencia
625,54,Estándar,puntual,50,0,2024-09-01,2024-09-01,0,Efectivo
626,54,Estándar,puntual,50,0,2024-10-01,2024-10-01,0,Tarjeta
627,54,Estándar,puntual,50,0,2024-11-01,2024-11-01,0,Efectivo
628,54,Estándar,puntual,50,0,2024-12-01,2024-12-01,0,Débito automático
629,54,Estándar,puntual,50,0,2025-01-01,2025-01-01,0,Transferencia
630,54,Estándar,puntual,50,0,2025-02-01,2025-02-01,0,Débito automático
631,54,Estándar,puntual,50,0,2025-03-01,2025-03-01,0,Efectivo
632,54,Estándar,puntual,50,0,2025-04-01,2025-04-01,0,Transferencia
633,54,Estándar,puntual,50,0,2025-05-01,2025-05-01,0,Débito automático
634,54,Estándar,puntual,40,10,2025-06-01,2025-06-01,0,Tarjeta
635,55,Básico,puntual,20,10,2024-07-01,2024-07-01,0,Transferencia
636,55,Básico,puntual,30,0,2024-08-01,2024-08-02,1,Transferencia
637,55,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Débito automático
638,55,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Transferencia
639,55,Básico,puntual,30,0,2024-11-01,2024-11-02,1,Efectivo
640,55,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Efectivo
641,55,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Tarjeta
642,55,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Efectivo
643,55,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Efectivo
644,55,Básico,puntual,30,0,2025-04-01,2025-04-02,1,Tarjeta
645,55,Básico,puntual,30,0,2025-05-01,2025-05-02,1,Efectivo
646,55,Básico,puntual,25,5,2025-06-01,2025-06-01,0,Efectivo
647,56,Básico,puntual,30,0,2024-07-01,2024-07-01,0,Transferencia
648,56,Básico,puntual,30,0,2024-08-01,2024-08-01,0,Efectivo
649,56,Básico,puntual,30,0,2024-09-01,2024-09-01,0,Transferencia
650,56,Básico,puntual,30,0,2024-10-01,2024-10-01,0,Transferencia
651,56,Básico,puntual,20,10,2024-11-01,2024-11-01,0,Tarjeta
652,56,Básico,puntual,30,0,2024-12-01,2024-12-01,0,Tarjeta
653,56,Básico,puntual,30,0,2025-01-01,2025-01-01,0,Transferencia
654,56,Básico,puntual,30,0,2025-02-01,2025-02-01,0,Tarjeta
655,56,Básico,puntual,30,0,2025-03-01,2025-03-01,0,Efectivo
656,56,Básico,puntual,30,0,2025-04-01,2025-04-01,0,Tarjeta
657,56,Básico,puntual,30,0,2025-05-01,2025-05-01,0,Débito automático
658,56,Básico,puntual,30,0,2025-06-01,2025-06-01,0,Tarjeta
659,57,Premium,moroso,70,0,2024-07-01,2024-07-06,5,Efectivo
660,57,Premium,moroso,70,0,2024-08-01,2024-08-11,10,Efectivo
661,57,Premium,moroso,70,0,2024-10-01,2024-10-21,20,Tarjeta
662,57,Premium,moroso,70,0,2024-11-01,2024-11-06,5,Tarjeta
663,57,Premium,moroso,70,0,2024-12-01,2024-12-06,5,Tarjeta
664,57,Premium,moroso,70,0,2025-03-01,2025-03-06,5,Efectivo
665,57,Premium,moroso,70,0,2025-04-01,2025-04-16,15,Tarjeta
666,57,Premium,moroso,70,0,2025-05-01,2025-05-06,5,Débito automático
667,57,Premium,moroso,70,0,2025-06-01,2025-06-06,5,Tarjeta
668,58,Premium,leve_retraso,70,0,2024-07-01,2024-07-01,0,Tarjeta
669,58,Premium,leve_retraso,70,0,2024-08-01,2024-08-04,3,Transferencia
670,58,Premium,leve_retraso,70,0,2024-09-01,2024-09-04,3,Transferencia
671,58,Premium,leve_retraso,70,0,2024-10-01,2024-10-08,7,Efectivo
672,58,Premium,leve_retraso,70,0,2024-11-01,2024-11-01,0,Tarjeta
673,58,Premium,leve_retraso,70,0,2024-12-01,2024-12-04,3,Tarjeta
674,58,Premium,leve_retraso,70,0,2025-01-01,2025-01-08,7,Transferencia
675,58,Premium,leve_retraso,70,0,2025-02-01,2025-02-06,5,Tarjeta
676,58,Premium,leve_retraso,70,0,2025-03-01,2025-03-06,5,Débito automático
677,58,Premium,leve_retraso,70,0,2025-04-01,2025-04-06,5,Efectivo
678,58,Premium,leve_retraso,70,0,2025-05-01,2025-05-06,5,Efectivo
679,58,Premium,leve_retraso,70,0,2025-06-01,2025-06-01,0,Efectivo
680,59,Básico,leve_retraso,30,0,2024-07-01,2024-07-06,5,Tarjeta
681,59,Básico,leve_retraso,30,0,2024-08-01,2024-08-01,0,Tarjeta
682,59,Básico,leve_retraso,30,0,2024-09-01,2024-09-04,3,Tarjeta
683,59,Básico,leve_retraso,30,0,2024-10-01,2024-10-01,0,Tarjeta
684,59,Básico,leve_retraso,30,0,2024-11-01,2024-11-06,5,Efectivo
685,59,Básico,leve_retraso,30,0,2024-12-01,2024-12-01,0,Tarjeta
686,59,Básico,leve_retraso,30,0,2025-01-01,2025-01-08,7,Tarjeta
687,59,Básico,leve_retraso,30,0,2025-02-01,2025-02-06,5,Tarjeta
688,59,Básico,leve_retraso,30,0,2025-03-01,2025-03-04,3,Efectivo
689,59,Básico,leve_retraso,30,0,2025-04-01,2025-04-06,5,Débito automático
690,59,Básico,leve_retraso,30,0,2025-05-01,2025-05-06,5,Transferencia
691,59,Básico,leve_retraso,30,0,2025-06-01,2025-06-06,5,Efectivo
692,60,Estándar,moroso,50,0,2024-07-01,2024-07-06,5,Tarjeta
693,60,Estándar,moroso,50,0,2024-10-01,2024-10-06,5,Tarjeta
694,60,Estándar,moroso,50,0,2024-11-01,2024-11-06,5,Efectivo
695,60,Estándar,moroso,50,0,2024-12-01,2024-12-06,5,Transferencia
696,60,Estándar,moroso,50,0,2025-01-01,2025-01-16,15,Tarjeta
697,60,Estándar,moroso,50,0,2025-02-01,2025-02-11,10,Efectivo
698,60,Estándar,moroso,50,0,2025-03-01,2025-03-16,15,Tarjeta
699,60,Estándar,moroso,50,0,2025-04-01,2025-04-16,15,Transferencia
700,60,Estándar,moroso,50,0,2025-05-01,2025-05-11,10,Tarjeta
701,60,Estándar,moroso,50,0,2025-06-01,2025-06-06,5,Tarjeta
702,61,Premium,leve_retraso,70,0,2024-07-01,2024-07-06,5,Tarjeta
703,61,Premium,leve_retraso,70,0,2024-08-01,2024-08-04,3,Efectivo
704,61,Premium,leve_retraso,70,0,2024-09-01,2024-09-04,3,Efectivo
